X,Y,NOMBRE,TIPO_AREA,SHAPE_Leng,SHAPE_Area,conb_Conurbacion,conb_Pob_Conurb_2002,conb_vehicle,conb_motor vehicle,conb_Non-motorized vehicle,conb_private transport,conb_public transport,conb_CO2(movil transport sources),conb_Green spaces,conb_Iliteracy,conb_Municipal spending(M$/hab),conb_Unemployment,conb_Crime reports,conb_Arrested person,conb_Companies,conb_Sales,conb_workers,conb_Income(workers),conb_Professional technicians,conb_University Professional,conb_Professionals,conb_Solid Waste,conb_Municipal spending for Power Consumption,conb_Municipal spending for Water Consumption,conb_Municipal Spending cleaning services garbage collection landfill,conb_Deaths,conb_Birthrate,conb_Year of scholarship,conb_Offence Against Property,conb_Offence Against the Person,conb_Burglary,conb_Robbery,conb_Injuries,conb_Indigenous,conb_Emergency attendence,conb_Respiratory Diseases,conb_Cardiovascular Diseases,conb_Hospitalizations,conb_Street length
-72.8079117,-39.86337163,Los Lagos,Ciudad,11585.28957,2301392.403,Los Lagos,9479,1475,1430,45,1186,142,,50420,631.2826,13514.5768,308.55548,295,118,808,1514427.47,2110,174202.7739,431.5952,520.3344,951.9296,9604,139362,14991,268821,131,310,50921.37648,186.99991,107.99964,82.24712,3.87024,99.66421,601.0064,32702,11005,468,763,23687.71781
-73.2274136,-39.82594727,Valdivia,Ciudad,39647.65947,30136348.17,Valdivia,127750,17321,16826,495,14377,1663,51561.6,1405590,1276.27572,80919.8163,4492.49053,2853,2002,7653,40254151.39,44553,5388092.454,6592.2171,18075.8874,24668.1045,65656,1343595,168445,2252534,933,2272,517774.3771,2062.00053,790.99577,1264.03303,74.84767,656.49487,6395.4345,199906,68837,5542,9171,341665.5866
-73.15417257,-40.91014722,Purranque,Ciudad,11649.31796,3924530.741,Purranque,11618,1943,1896,47,1638,121,,,418.28241,10174.437,424.55665,157,127,1065,3182217.12,17629,365104.5949,672.9125,629.432,1302.3445,3633,141218,14302,152559,168,288,69320.7541,79.99977,76.99775,27.60805,4.92779,70.99123,1544.593,30259,8752,640,852,36864.4691
-73.13609054,-40.57789804,Osorno,Ciudad,43305.10998,27418520,Osorno,132245,,,,,,34108.72,1352917.5,1989.57429,69391.575,5250.26549,1935,1469,8774,62537642.55,46974,4889221.879,7637.4375,11710.7375,19348.175,71938,1689662,223391,2929394,1057,2551,426903.6613,1332.99906,601.9901,759.40859,74.01768,467.17841,12074.425,226030,83257,3922,3023,398570.961
-72.38742864,-40.12664736,Futrono,Pueblo,9699.11427,2019911.249,Futrono,6603,1208,1160,48,956,102,,19475.3,423.4895,8936.1665,243.77143,189,75,576,1041943.37,1400,167829.7843,289.1333,402.9889,692.1222,7012,104559,12361,294177,88,201,49292.73335,109.99994,78.99931,43.61568,2.90781,71.72453,1712.3283,16371,6720,183,,14279.20947
-73.81543265,-41.87133876,Ancud,Ciudad,14740.32641,5755670.889,Ancud,27292,4533,4447,86,3637,497,,119838,589.92253,18115.511,309.70933,458,356,2708,8970717.72,10416,837877.1162,978.677,1813.5484,2792.2254,17317,240368,67360,470216,243,590,109687.7214,260.99957,197.00169,117.68491,10.69754,174.09266,2588.5008,46524,11988,741,2466,87265.97534
-72.95139137,-41.46622959,Puerto Montt,Ciudad,33644.09325,22152181.3,Gran Puerto Montt,175140,30455,29665,790,24760,3093,73766.26,52781.4,3670.488837,128966.4524,3726.476736,3022,3080,14524,126821039.4,104231,11165588.32,11633.8004,15380.7448,27014.5452,120134,2318755,191609,3221448,1285,4441,738139.1538,1947.998465,1074.006192,1142.98976,104.276402,818.546685,9403.939,330841,124177,4209,10098,622840.2864
-73.77548004,-42.47634402,Castro,Ciudad,18602.17904,5761010.904,Castro,29148,5241,5154,87,4129,555,,,852.84471,26528.7474,480.69429,543,367,2591,9860524.87,11504,751173.4601,1417.176,2554.8534,3972.0294,12011,301044,52617,826028,275,776,141550.2945,378.99971,163.99876,210.46638,8.23537,136.34808,2905.2108,55930,17063,1609,2866,75008.9555
-71.60770996,-33.59776255,San Antonio,Ciudad,31977.14425,12043384.73,Gran San Antonio,106255,24962,23720,1242,19765,2028,32601.69,198601,1467.011973,92996.5225,4463.180022,2284,1169,7074,31104544.25,19700,2119966.357,5676.322,4956.472,10632.794,43780,1293308,136034,1774514,747,1659,309271.595,1431.999398,689.002385,1126.7736,150.3839295,422.152641,1689.754,59432,57576,2831,3573,446404.9915
-71.0687827,-32.42984923,Cabildo,Ciudad,7332.12225,1517413.052,Cabildo,11287,2249,2213,36,1896,142,,18916,472.73354,8283.3164,248.84168,205,54,1402,2569610.74,5045,350625.5576,618.5532,520.19,1138.7432,7002,170220,29844,225021,134,260,51387.2056,135.00009,70.00055,99.05553,3.84562,59.62702,151.328,,,,,25885.99237
-70.70919921,-33.9776726,San Francisco de Mostazal,Ciudad,11917.75865,2170238.152,San Francisco de Mostazal,12037,2559,2406,153,2112,75,,34985.6,735.42136,14324.4166,354.48962,257,114,893,8190751.8,10982,650048.5463,815.6018,660.3532,1475.955,6429,159252,39271,190085,117,321,68694.2256,164.99996,91.99901,112.7892,9.55763,75.50986,275.5116,22195,7616,232,,40207.97605
-70.65961099,-34.0372369,Codegua,Pueblo,13836.93452,3160246.299,Codegua,5113,2989,2934,55,1566,1296,,,,9828.6784,258.16907,256,51,487,1805162.43,3613,154854.6627,296.89,264.502,561.392,2596,77725,10406,35324,65,159,31032.88608,168.99994,86.99957,115.24622,7.61874,74.28944,186.7708,15738,6642,525,,14807.53364
-70.98688952,-34.58659795,San Fernando,Ciudad,31103.55429,8335864.399,San Fernando,49519,7603,7549,54,6503,551,17192.65,82851.6,1040.98574,,1536.69324,1168,670,4469,20333657.78,27183,1884558.754,2810.5812,4040.6088,6851.19,25000,,,,404,1097,206824.361,880.99994,286.99157,406.41896,37.46804,229.63277,656.4396,92327,13734,827,2585,154020.8348
-70.85609538,-34.40510488,Rengo,Ciudad,16965.07837,5877057.763,Rengo,30891,5534,5376,158,4457,524,,55913,1285.63048,20326.917,1325.39225,920,240,2524,6487228.82,15405,868462.4198,2200.939,2007.785,4208.724,14754,483644,55172,472744,306,805,181089.4995,598.00021,321.99788,287.88587,53.02586,244.32964,864.11,77949,12153,1497,274,111370.5131
-70.73305664,-34.16678852,Rancagua,Ciudad,55707.69184,32425446.13,Gran Rancagua,239290,42477,41486,991,36075,3443,81299.66,68983.8,2839.958139,118053.7802,7768.132903,5464,2401,12312,155885686.3,99783,9119381.324,17928.9539,19862.2139,37791.1678,89742,2212230,568162,4211466,1558,4705,947787.7354,3656.998737,1806.996691,2321.878631,562.4566285,1032.418376,4049.7208,255012,66400,7977,7148,700125.2169
-72.01068558,-34.39349794,Pichilemu,Ciudad,22449.03101,4663758.268,Pichilemu,9027,2514,2424,90,2096,75,,23544.8,387.71817,11185.0192,341.22611,249,103,939,1252880.76,1466,144670.8665,428.7632,462.2216,890.9848,3612,353121,50563,402851,75,151,38625.36832,172.99988,75.9989,105.27252,3.79195,67.33689,131.3552,29992,6403,936,667,92769.16166
-71.16186985,-34.86882466,Teno,Ciudad,4871.65353,741392.6692,Teno,6729,4425,3888,537,2945,125,,33274.8,1485.52299,12705.8544,481.91918,255,29,1802,7139610.94,8198,537253.6465,504.2412,414.6552,918.8964,13052,276249,15223,199362,128,338,84836.40624,165.99979,88.99729,93.92196,2.90259,78.43126,102.384,26652,7066,351,285,15984.71413
-71.28564126,-35.11176353,Molina,Ciudad,14360.40103,2935171.295,Molina,27203,3855,3678,177,3139,126,,84746.2,885.45911,22946.9597,989.01281,598,94,2082,4667898.25,9099,616199.3656,1336.6787,1282.7493,2619.428,12598,432645,18936,745606,336,573,106839.9196,412.99982,184.9971,206.99645,16.44076,159.59636,389.0621,,9786,971,1190,78097.26599
-71.74348315,-35.67467766,Villa Alegre,Pueblo,3622.09547,648702.204,Villa Alegre,5456,1526,1493,33,1317,59,,22087.5,339.87509,7640.8025,440.82306,252,39,909,1786894.64,5081,320366.957,368.125,388.74,756.865,6958,175604,17893,154345,105,179,41725.0545,173.00005,78.99962,77.15164,6.9237,69.23695,95.7125,,,,,25478.20023
-71.5951511,-35.84496469,Linares,Ciudad,21295.87808,10201795.32,Linares,65133,11690,11361,329,9298,1047,23103.87,224772.3,1178.4487,32708.5321,2784.04719,2488,268,5482,12967679.06,23169,1295376.073,3013.6138,4811.7922,7825.406,26997,860223,41526,1279939,625,1376,235282.4863,1665.99897,821.9923,633.00042,167.43871,592.34161,740.9161,167627,60865,4333,7824,219007.9473
-71.65621055,-35.43168255,Talca,Ciudad,37312.11765,30868855.97,Talca,210339,35117,34552,565,30493,2072,83857.35,782185.9,4710.19619,117083.4257,6145.98152,6613,1667,16573,49719830.36,72144,7392235.202,11992.5482,20109.1149,32101.6631,103970,2367496,431863,4714578,1641,4332,705677.7506,5012.99859,1549.98614,3107.72372,311.86012,1007.73453,2243.1528,442723,154949,9226,11870,705096.5208
-71.8267144,-36.14247781,Parral,Ciudad,15763.41524,4698297.569,Parral,26397,5218,5039,179,4386,229,,3316989.4,858.65585,17598.5766,703.60267,597,118,3331,4813441.09,6567,482905.1811,1369.1564,1323.77,2692.9264,11366,336068,19009,477209,302,563,107338.836,344.00017,252.99514,125.14165,27.59115,211.85993,298.7938,71762,20072,1323,2719,97837.89652
-72.32238395,-35.96967583,Cauquenes,Ciudad,17713.65354,5576394.116,Cauquenes,30771,6068,5974,94,4750,620,,65947.2,1746.28186,22001.6346,694.41989,679,119,2899,3193830.85,6712,482564.1755,927.3825,1541.5158,2468.8983,12805,354192,104380,593486,331,538,122270.2305,352.00019,326.99919,153.2242,25.53805,281.90367,280.2756,72151,27644,1857,1905,87666.18793
-71.21366661,-33.68615822,Melipilla,Ciudad,18590.65526,6192169.687,Melipilla,53522,12085,11499,586,9458,1103,,141810,1414.3184,37579.65,1622.93036,1569,536,6152,34977309.81,26841,2578153.837,4415.018,4415.018,8830.036,39508,757005,120141,1143752,649,1786,292162.6344,1015.99869,553.00228,564.46998,102.53808,397.71087,1058.848,148905,51172,3744,3157,197660.6049
-70.98935923,-33.67916716,El Monte,Ciudad,7863.8105,2322335.653,El Monte,22284,3979,3681,298,2765,343,,42334.4,407.06113,20368.1382,959.50124,519,129,1111,5633676.37,4310,442041.009,963.1076,1034.5469,1997.6545,12621,170150,23423,69431,185,539,95766.76296,379.99966,138.99971,253.34492,22.77062,102.47571,470.9702,27788,10929,657,,23336.81834
-70.92867238,-33.0837208,Tiltil,Pueblo,4271.30746,469578.9648,Tiltil,5168,1838,1696,142,1494,60,,5902,250.33599,11508.9,239.88354,164,33,613,3466437.85,2361,294326.7613,571.0185,445.601,1016.6195,6672,277497,20037,,77,220,51362.00745,92.99988,70.99811,60.49107,3.84073,58.5685,275.9185,24849,7684,235,111,32450.80376
-71.73154322,-35.59527729,San Javier,Ciudad,10858.60852,3100980.652,San Javier,20524,5002,4874,128,4019,310,,22675.8,842.93507,18386.2945,1093.18142,819,174,2430,4567518.74,7577,559099.7905,1156.4658,1390.7824,2547.2482,18828,398561,18327,734811,265,614,111132.5841,605.99979,213.00135,247.8276,14.57676,189.50922,230.5373,55114,25274,464,,75991.20544
-70.96801291,-34.35645017,Quinta de Tilcoco,Ciudad,9070.97097,857299.2602,Quinta de Tilcoco,5850,1642,1589,53,1202,150,,,,6295.416,268.80698,96,33,769,1353139.3,2114,128380.1498,282.224,220.772,502.996,2576,168138,13305,60350,69,141,38646.48,52,43.99849,25.26246,4.85698,36.92127,209.392,,,,,11380.38603
-71.17103759,-34.39142885,Peumo,Ciudad,9282.92056,1155456.806,Peumo,7392,1588,1520,68,1087,170,,,,8483.1736,96.85296,166,52,783,1721515.25,4700,259431.9352,481.206,359.8584,841.0644,3710,71989,21392,199570,100,190,54210.71524,113,52.99961,31.78331,2.88863,46.22925,184.1136,31618,6991,363,898,15960.78063
-71.30619387,-34.29018152,Las Cabras,Pueblo,7733.51079,1449707.935,Las Cabras,6426,3069,2990,79,2775,100,,78943.8,,13137.058,258.91137,180,66,1391,6906898.91,3719,214118.4742,510.0984,421.0336,931.132,5683,169958,20261,127193,130,303,51213.87936,89.00003,90.99994,52.48953,5.72444,78.25962,206.4684,18949,5507,516,,22541.74417
-71.50447543,-32.79093267,Quintero,Ciudad,6172.60802,1829749.547,Quintero,18719,1843,1780,63,1409,265,,23291.4,316.92841,15501.4854,560.71949,706,183,1371,2757212.76,4291,392641.0763,1463.1234,1325.4924,2788.6158,8461,301777,49119,146903,153,388,59491.74084,548.9999,157.00098,385.39644,24.68041,117.70415,298.5534,,,,,131510.3698
-70.60236533,-32.83578461,Los Andes,Ciudad,23484.12176,6457024.855,Los Andes,63150,11074,10785,289,9232,1005,19350.61,138195.6,801.61556,43907.328,2197.23121,1789,768,4669,19427986.28,26232,1970272.624,4751.2398,5009.5494,9760.7892,30277,561209,177312,386977,505,1253,241895.2725,1429.99927,358.99879,975.29783,16.95778,311.08604,655.2822,96385,16447,3222,5532,182339.6702
-71.03924388,-34.70657269,Chimbarongo,Ciudad,10704.96716,1895744.403,Chimbarongo,13795,3059,2933,126,2406,169,,,1139.54069,12716.346,736.72078,347,137,2315,3387342.29,10336,453999.1088,698.0256,717.4152,1415.4408,8389,212520,19601,274857,189,432,97557.80292,203.9996,142.9983,122.86543,10.63843,125.76741,248.8332,32941,6994,349,224,29413.67732
-70.72866019,-34.06937207,Graneros,Ciudad,12235.46539,3406481.937,Graneros,21615,3075,2933,142,2331,328,,51922,442.64803,13312.8008,520.35735,460,179,1192,4764596.99,10387,486666.064,1165.6489,1061.8049,2227.4538,7454,,,,146,462,76192.9389,318.99994,140.99938,165.20542,16.13995,112.0347,643.8328,47387,11580,1704,417,53648.91206
-71.07620327,-34.43879398,San Vicente de Tagua Tagua,Ciudad,12818.00293,2109110.525,San Vicente de Tagua Tagua,18914,6203,6039,164,4975,426,,52328.9,856.63617,20078.1964,609.8088,527,181,3232,4182031.53,9880,567563.605,1525.5887,1525.5887,3051.1774,11240,341302,50899,299355,271,591,147949.499,380.99988,145.99763,152.70781,9.54399,126.93784,523.289,61087,12708,1246,1583,52831.75291
-71.36304915,-34.63626237,Santa Cruz,Ciudad,17546.45863,2647975.345,Santa Cruz,20691,6587,6369,218,5313,545,,97161,817.51265,17395.0577,934.30018,457,301,3550,7019433.44,13583,810938.8579,1233.9447,1376.4475,2610.3922,11670,385643,33994,520048,285,606,117224.7465,250.99957,165.99633,79.70765,6.72354,151.73309,459.8954,58909,13421,2872,2277,59153.58682
-71.2002442,-34.6507099,Nancagua,Ciudad,8458.20469,1779952.2,Nancagua,6846,3969,3870,99,3386,164,,,560.22407,10429.4414,282.83157,225,77,1003,1869888.36,7045,287901.2841,397.1036,403.3572,800.4608,4174,278734,18531,174732,100,234,49627.94424,133.9998,90.9977,50.01629,3.84596,81.758,100.0576,29439,5558,290,,25578.57528
-70.92897649,-33.663513,Talagante,Ciudad,18583.86225,5116672.972,Talagante,49957,6680,6538,142,5528,748,,149512.5,759.68438,23114.6325,1662.53116,1196,374,2889,8628992.72,16601,1328829.548,3588.3,4210.272,7798.572,30828,524114,95645,817957,318,979,211343.6934,712.00005,483.99588,412.90568,124.61568,282.71618,962.8605,112703,33940,3877,2963,148666.5254
-70.89809893,-33.74660998,Isla de Maipo,Pueblo,3617.57195,557635.3015,Isla de Maipo,12295,3226,3111,115,2581,243,,85133.4,495.14875,15231.1392,525.46398,535,89,1202,4331529.1,7096,498222.5462,967.425,1171.2292,2138.6542,12725,263310,15925,328648,155,494,69731.994,342.99963,191.99904,206.54137,29.23429,147.12341,461.7842,29306,10294,264,,37670.78446
-70.73482054,-33.81005554,Paine,Ciudad,13587.77675,2593192.748,Paine,19620,6016,5749,267,4718,434,,30016.8,755.47183,27935.6352,699.15131,617,219,2965,11554921.9,15656,1211588.209,2296.2852,2101.176,4397.4612,16519,319018,47383,634053,255,978,156950.343,416.99989,199.99694,244.6019,26.03457,146.94724,880.4928,36040,10907,407,,72648.62749
-70.64161354,-33.47421321,Santiago,Ciudad,427491.4443,582104090.1,Gran Santiago,5638820,872750,859573,13177,772277,57439,4440873.19,14904377.4,50856.18421,4618840.295,171976.3309,125403,57735,340376,8911705578,3441686,612519593.8,401072.6699,669226.3051,1070298.975,2666458,45344859,7551086,91237732,33190,91669,22243213.49,74913.9607,51190.5779,49476.68822,20045.42571,22877.36272,185710.7431,5890406,1904475,131811,118297,13001502.91
-72.49440083,-51.73028222,Puerto Natales,Ciudad,9583.08883,4531643.427,Puerto Natales,16978,,,,,,,43966.8,224.51742,18936.3096,253.70468,250,122,1376,2498504.71,3817,188637.4755,464.5188,1018.8828,1483.4016,8466,228541,14086,303970,137,262,52350.31296,145.00002,104.99845,52.33005,3.87672,97.87392,1938.3624,35514,8189,731,19972,46155.80728
-70.90686059,-53.14628678,Punta Arenas,Ciudad,37304.94243,23825195.24,Punta Arenas,116005,28887,28333,554,24771,2374,33488.13,477984,555.88344,64515.8904,2572.22429,1825,928,7810,37377777.25,44471,3403258.457,6882.9696,12248.34,19131.3096,50735,922833,26213,2130421,796,1732,520878.2842,1174.0004,650.99031,690.34034,52.79333,565.18023,6918.8184,165333,58893,3169,,355917.6996
-68.91400914,-22.48346977,Calama,Ciudad,7266.15945,1085889.284,Calama,136600,33236,31931,1305,24627,4272,124119.07,152242.2,160.47712,64398.4506,4381.02535,3066,1187,6344,46853067.17,32200,4538646.592,11404.3248,10933.758,22338.0828,44341,1099776,206834,3206887,598,2893,499827.7508,1990.99996,1074.99601,1330.83211,146.26323,832.34963,13148.19,100945,26479,3026,3979,392271.0745
